Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
45	:	1596496030.775	     2.298	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/AABA6229-3783-9244-B39F-BAE3A590F1AC.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/AABA6229-3783-9244-B39F-BAE3A590F1AC.root
49	:	1596496031.120	     1.965	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/8F13DEBC-1C13-074A-AD25-2AAE6A50D513.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/8F13DEBC-1C13-074A-AD25-2AAE6A50D513.root
48	:	1596496030.911	     2.198	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/E9C60F8B-5175-1441-A46B-9D57B8BE1117.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/E9C60F8B-5175-1441-A46B-9D57B8BE1117.root
44	:	1596496030.769	     2.342	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/19181A98-957F-3D42-BC15-9FCB668DB2E2.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/19181A98-957F-3D42-BC15-9FCB668DB2E2.root
43	:	1596496030.727	     2.390	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/E6863FC6-3749-3B46-888F-986AFB9664F7.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/E6863FC6-3749-3B46-888F-986AFB9664F7.root
47	:	1596496030.793	     2.325	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/1310EE08-41FB-444B-8C2E-BD2544E4B2A5.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/1310EE08-41FB-444B-8C2E-BD2544E4B2A5.root
50	:	1596496031.180	     1.947	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/0511EB9D-A098-5640-98E5-C3BF23DBF456.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/0511EB9D-A098-5640-98E5-C3BF23DBF456.root
51	:	1596496032.326	     1.666	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/62023E4F-0A84-3A4A-8061-C2FA9890EC6A.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/62023E4F-0A84-3A4A-8061-C2FA9890EC6A.root
52	:	1596496032.331	     1.722	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/C486464E-8351-2649-8DB4-B7D543FAF6F9.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/C486464E-8351-2649-8DB4-B7D543FAF6F9.root
53	:	1596496032.537	     1.726	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/40000/958C04DB-F485-CD45-9F2E-6D2EC870043F.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/958C04DB-F485-CD45-9F2E-6D2EC870043F.root
55	:	1596496033.089	     1.710	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/83785D34-C6A5-6B41-80A1-290EDB0BAF00.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/83785D34-C6A5-6B41-80A1-290EDB0BAF00.root
54	:	1596496033.079	     1.733	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/D5F8665A-DC07-AC46-AA7F-7197BCD2527A.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L3Nu_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/D5F8665A-DC07-AC46-AA7F-7197BCD2527A.root
57	:	1596496033.123	     6.466	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/230000/0EB5AC11-EE4E-D245-8806-EF5733A16549.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/0EB5AC11-EE4E-D245-8806-EF5733A16549.root
56	:	1596496033.116	     6.904	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/230000/88291F43-F19A-324D-9EDB-4CB1DBC61F08.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/88291F43-F19A-324D-9EDB-4CB1DBC61F08.root
67	:	1596496040.025	     6.773	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/EBAE6D1D-CE56-694F-8F37-E6804E086D4A.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/EBAE6D1D-CE56-694F-8F37-E6804E086D4A.root
68	:	1596496046.803	    14.475	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/A3466DE4-6BD6-294E-A509-3C1B1A02D46B.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/A3466DE4-6BD6-294E-A509-3C1B1A02D46B.root
58	:	1596496033.128	    32.941	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/23A0DADB-34C5-6041-88F7-CC03F9916189.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/23A0DADB-34C5-6041-88F7-CC03F9916189.root
59	:	1596496033.134	    35.783	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/3AA990AB-C993-4F47-9E99-E0D700737D62.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/3AA990AB-C993-4F47-9E99-E0D700737D62.root
66	:	1596496039.594	    29.748	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/A11E0CE9-5D48-1046-BAAD-5B9E1AD16A80.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/A11E0CE9-5D48-1046-BAAD-5B9E1AD16A80.root
60	:	1596496033.139	    47.008	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/951D4AA2-0F6A-A640-9419-CE7571A5AC24.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/951D4AA2-0F6A-A640-9419-CE7571A5AC24.root
71	:	1596496068.923	    14.797	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/230000/77E264AF-94D0-7046-9E1B-4906425A3071.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/77E264AF-94D0-7046-9E1B-4906425A3071.root
64	:	1596496034.804	    49.447	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/35B96CEA-CC59-7F41-8F16-99B97A3AB058.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/35B96CEA-CC59-7F41-8F16-99B97A3AB058.root
69	:	1596496061.284	    27.069	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/B0E2BAD1-870D-4645-AEAF-C73BA80D64E9.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/B0E2BAD1-870D-4645-AEAF-C73BA80D64E9.root
63	:	1596496034.269	    55.226	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/5EE80288-7FD4-604E-BF52-F64C705289B1.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/5EE80288-7FD4-604E-BF52-F64C705289B1.root
70	:	1596496066.075	    26.109	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/ED1DE0C6-BDA3-8A42-B1FA-6D32DC715A2D.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/ED1DE0C6-BDA3-8A42-B1FA-6D32DC715A2D.root
78	:	1596496092.190	     1.404	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/2193E494-9948-4746-8045-9E99FB33208B.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/2193E494-9948-4746-8045-9E99FB33208B.root
79	:	1596496093.599	     1.827	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/36DF8004-BB31-3241-8B08-624BC51CB5A6.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/36DF8004-BB31-3241-8B08-624BC51CB5A6.root
80	:	1596496095.434	     1.454	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/D18D97D1-722F-2E4C-B38B-BD3749493E5C.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/D18D97D1-722F-2E4C-B38B-BD3749493E5C.root
72	:	1596496069.348	    28.350	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/DF092900-61CE-254E-9F22-25042051F64C.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/DF092900-61CE-254E-9F22-25042051F64C.root
81	:	1596496096.894	     1.435	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/11BE29DB-FDBF-6248-9D55-12D1F91F61CB.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/11BE29DB-FDBF-6248-9D55-12D1F91F61CB.root
82	:	1596496097.702	     1.639	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/A27AACE2-36C1-6348-997D-328CD1ED83D9.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/A27AACE2-36C1-6348-997D-328CD1ED83D9.root
83	:	1596496098.335	     1.443	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/2D09EF4B-2373-2948-93E4-B9D45403CE10.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/2D09EF4B-2373-2948-93E4-B9D45403CE10.root
84	:	1596496099.347	     1.426	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/FA4B76D1-9F9C-5E41-83B6-283C253F2E99.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/FA4B76D1-9F9C-5E41-83B6-283C253F2E99.root
85	:	1596496099.784	     1.399	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/78D2F0A6-21AF-8741-814D-4332FAC59EB4.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/78D2F0A6-21AF-8741-814D-4332FAC59EB4.root
86	:	1596496100.779	     1.530	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/E88CE7A7-96A7-6249-B594-1BC96EEEC7F8.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/E88CE7A7-96A7-6249-B594-1BC96EEEC7F8.root
87	:	1596496101.189	     1.404	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/02A14FD9-A31E-6242-B25B-6BA235B416C6.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/02A14FD9-A31E-6242-B25B-6BA235B416C6.root
88	:	1596496102.316	     1.410	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/FB5FF52F-4DB6-7943-8697-2645C74C78C6.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/FB5FF52F-4DB6-7943-8697-2645C74C78C6.root
89	:	1596496102.598	     1.427	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/6074AF60-1958-D340-92AC-4B507991BCE3.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/6074AF60-1958-D340-92AC-4B507991BCE3.root
90	:	1596496103.732	     1.512	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/CE1453E1-7A4E-A64B-843F-8DF8E2509585.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/CE1453E1-7A4E-A64B-843F-8DF8E2509585.root
91	:	1596496104.031	     1.511	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/D2D0A7C7-7BA4-0D42-A9D4-E8F44F14CA95.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/D2D0A7C7-7BA4-0D42-A9D4-E8F44F14CA95.root
92	:	1596496105.253	     1.562	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/C1E1AFFF-BF3D-DE43-BCFE-F0FF0415C103.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/C1E1AFFF-BF3D-DE43-BCFE-F0FF0415C103.root
93	:	1596496105.547	     1.440	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/2E9E0087-5C38-A646-B809-C399000C3AE1.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/2E9E0087-5C38-A646-B809-C399000C3AE1.root
94	:	1596496106.821	     1.421	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/01BA96F0-1809-5C4B-83FD-BF8C566FFFE0.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/01BA96F0-1809-5C4B-83FD-BF8C566FFFE0.root
