Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
95	:	1596496106.991	     1.443	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/725EAD30-F50F-F34C-9C70-2AB1FE66FACA.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/725EAD30-F50F-F34C-9C70-2AB1FE66FACA.root
96	:	1596496108.248	     1.364	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/240000/4BD65663-BE20-3845-ADFD-5DEA352C7A90.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/4BD65663-BE20-3845-ADFD-5DEA352C7A90.root
97	:	1596496108.439	     1.449	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/76CF15C6-134D-F340-A59C-5E1A83F5A850.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/76CF15C6-134D-F340-A59C-5E1A83F5A850.root
98	:	1596496109.619	     1.457	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/D6B878F2-D8DB-F448-BF49-25ECBF212460.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/D6B878F2-D8DB-F448-BF49-25ECBF212460.root
99	:	1596496109.893	     1.483	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/77096244-C58A-3E44-A3BB-C1A418F07A13.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/77096244-C58A-3E44-A3BB-C1A418F07A13.root
100	:	1596496111.081	     1.371	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/2BEF461F-E2C6-5A41-8E41-216D0C151EE1.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/2BEF461F-E2C6-5A41-8E41-216D0C151EE1.root
101	:	1596496111.381	     1.486	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/5E39443D-8C91-9B48-AA55-AD1D78152AD3.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/5E39443D-8C91-9B48-AA55-AD1D78152AD3.root
102	:	1596496112.458	     1.460	0	0	54	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/30000/BBB99FFB-94AF-BF44-8771-2C2EEA693E94.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo2L2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/BBB99FFB-94AF-BF44-8771-2C2EEA693E94.root
77	:	1596496089.502	    31.054	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/404F68AB-3A7E-DC42-96C9-5951A20F7EC2.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/404F68AB-3A7E-DC42-96C9-5951A20F7EC2.root
103	:	1596496112.872	     8.009	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/230000/94B841EC-6ED1-3D48-B030-5C9A2E3F174B.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/94B841EC-6ED1-3D48-B030-5C9A2E3F174B.root
104	:	1596496113.923	    15.247	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/D7E1DA41-2495-3D40-B18F-DA05FA63C45A.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/D7E1DA41-2495-3D40-B18F-DA05FA63C45A.root
76	:	1596496088.358	    56.678	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/D8494D5C-A248-DC46-8C4F-0050B277B8E5.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/D8494D5C-A248-DC46-8C4F-0050B277B8E5.root
106	:	1596496120.886	    24.240	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/230000/1490B7EF-230C-324C-81A7-498A23A5BED1.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/1490B7EF-230C-324C-81A7-498A23A5BED1.root
107	:	1596496129.177	    16.858	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/60000/320828E5-C6B3-004E-A76C-C2857460FFFD.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/320828E5-C6B3-004E-A76C-C2857460FFFD.root
108	:	1596496145.042	     3.629	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/5E43F593-2713-7D4F-8248-F5E0AE64A016.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/5E43F593-2713-7D4F-8248-F5E0AE64A016.root
109	:	1596496145.131	     4.395	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/B5F2315E-1009-1442-855F-6689F27A0FEA.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/B5F2315E-1009-1442-855F-6689F27A0FEA.root
110	:	1596496146.040	     7.177	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/C6F0D303-3547-FC48-BB23-7F358947B577.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/C6F0D303-3547-FC48-BB23-7F358947B577.root
113	:	1596496153.222	     8.418	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZZ_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/250000/4E479E87-20C9-624A-B064-BADF9C720FAF.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZZ_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/4E479E87-20C9-624A-B064-BADF9C720FAF.root
111	:	1596496148.677	    14.697	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/C3A67499-E8D4-0E42-A948-39C4FFF74333.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/C3A67499-E8D4-0E42-A948-39C4FFF74333.root
112	:	1596496149.533	    17.055	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WWZ_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/250000/48CCBB58-ABA5-7B44-9F03-57CB9707ACF0.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WWZ_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/48CCBB58-ABA5-7B44-9F03-57CB9707ACF0.root
115	:	1596496163.381	    16.276	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/ZZZ_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/40000/0797B437-5B3E-1943-9F3D-9E84D64D1275.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/ZZZ_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/0797B437-5B3E-1943-9F3D-9E84D64D1275.root
114	:	1596496161.649	    20.625	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZZ_TuneCP5_13TeV-amcatnlo-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/250000/2F3C6B26-93F1-D74E-900D-3D303B8E1538.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZZ_TuneCP5_13TeV-amcatnlo-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/2F3C6B26-93F1-D74E-900D-3D303B8E1538.root
75	:	1596496084.256	   110.647	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/3620C3CE-1A0C-EE43-90EA-73E0BE935F3C.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/3620C3CE-1A0C-EE43-90EA-73E0BE935F3C.root
105	:	1596496120.562	   582.957	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/60000/4166E56E-C20F-624C-93FF-27FB594EE408.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo3LNu_TuneCP5_13TeV-powheg-pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20_ext1-v1/4166E56E-C20F-624C-93FF-27FB594EE408.root
73	:	1596496080.152	   641.597	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/DBFB87BF-1C58-2541-9914-03D74D01778A.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/DBFB87BF-1C58-2541-9914-03D74D01778A.root
65	:	1596496034.819	   707.384	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/20832C1B-DB0B-8146-90E7-D6B21A49C66B.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/20832C1B-DB0B-8146-90E7-D6B21A49C66B.root
61	:	1596496033.997	   711.469	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/A3503480-6E94-4C4C-9782-F0A507E5D528.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/A3503480-6E94-4C4C-9782-F0A507E5D528.root
62	:	1596496034.059	   734.826	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/60000/FF399C97-6C5E-9140-8957-8E6632AE4804.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/FF399C97-6C5E-9140-8957-8E6632AE4804.root
74	:	1596496083.726	   754.871	0	0	0	0	xrdcp root://cmsxrootd.fnal.gov//store/mc/RunIIAutumn18NanoAODv6/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8/NANOAODSIM/Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/250000/1B2F17AE-DE7E-A643-B1DD-E80871AF3046.root root://redirector.t2.ucsd.edu//store/user/dspitzba/nanoAOD/WZTo1L1Nu2Q_13TeV_amcatnloFXFX_madspin_pythia8__RunIIAutumn18NanoAODv6-Nano25Oct2019_102X_upgrade2018_realistic_v20-v1/1B2F17AE-DE7E-A643-B1DD-E80871AF3046.root
